Product Name,Price,Rating
LED Mini Home Projector HD 1080P + Free SD Card,"KSh 5,998",None
Fashion Women's Men's Fashion Solid Silver Plated 6mm Snake Chain Necklace No Pendant,KSh 243,None
Fashion Pendant Necklace Sweet Bright Luster Necklace A,KSh 121,None
Scanford Cooker Socket Or Kitchen Cooker Socket,"KSh 999 - KSh 10,199",None
Dove Original powder,"KSh 1,099",None
2Pcs Replacement Earpads Cover For JBL Tune600BTNC T500BT T450BT JR300BT Headset,KSh 181,None
Wet Floor Caution Stand,"KSh 1,500",None
Scales Of Justice Legal Lapel Pin Badge,KSh 900,None
Bathroom Shelf Organizer Storage Rack,KSh 990,None
Fashion Maasai Ladies Sandals.,"KSh 850 - KSh 1,050",None
20M Pneumatic Air Tube Compressor Hose with Male/Female Connector 5X8Mm Straight Tube High Pressure Flexible Pipe,"KSh 3,167",None
"AILYONS 3 Taps Hot, Normal And Cold Water Dispenser","KSh 8,290",None
PINK Case For Macbook Pro 2016 15 Inch 2016-2019,"KSh 2,599",None
LCD Display 2-IN-1 Transmitter & Receiver T13A,"KSh 1,499",None
STC-3028 Digital Temperature,"KSh 1,485",None
Back Cover Case for Oppo A38 / Oppo A18 Matte Liquid Silicone,KSh 970,None
Fashion Turkey Official Shirts - Slim Fit - Maroon & Black,"KSh 2,780",None
Smart Watch With Steel Band Men LIGE,"KSh 8,060",None
Fashion Handbags For Women Fashion Ladies PU Leather,"KSh 2,999",None
Fashion Oversize Solid Long Dress Women Summer Female Casual Ruffle Pullover Beach Dresses Ladies Elegant Hollow Tie-Up Party Dress BEA,"KSh 5,790",None
Frosted Floral Home Bedroom Bathroom Door Window Glass-Black,KSh 526,None
Countertop Electric Hot Plate Coil Stove,"KSh 2,281",None
Fashion Ladies' Closed High Heels,"KSh 3,000",None
Fashion Women Red Agate Ring Adjustable Open Rings For Men,KSh 260,None
Fashion Ladies Full Neck Sweater - Ladies Turtle Neck Gray,KSh 600,None
Fashion Heroic Knight Travel Backpack Men Business Backpack School Expandable USB Bag Large Capacity 15.6 Laptop Waterproof Backpack Bag BAA,"KSh 9,790",None
Zodion AC 220V Street Light Switch Photocell Dusk To Dawn On Off 10Amps,KSh 970,None
Fashion One Punch Man Hero Saitama Oppai Cotton Tank Tops Oversize Summer Vest Boy Fitness Tank Tops Anime Men Bodybuilding T-shirt-navy Blue,"KSh 3,990",None
OPPO F11 Pro Wallet Case Cash Slot Card Pocket Stand Leather Cover Black,KSh 681,None
Always Classic Kitchenware Thermo Cup Travelling Mug,"KSh 1,000",None
3pcs Set Soft Non-Slip Bathroom Shower Toilet Mats,"KSh 1,899",None
Fashion Men Quick Dry Fitness Tees Outdoor Sport Running Climbing Short Sleeves Tights Bodybuilding Tops Gym Train Compression T-shirts-CSDX-Black,"KSh 3,790",None
Fashion Most Beautiful Pink Shinny Floral Shades Maxi Dera Dress(Size14/16/18,KSh 729,None
Fashion Cute Bear Bunny Attract Couples Bracelets 2pcs Woven,KSh 305,None
Fashion Women Lady Faux Leather Butterfly Rhinestone-Purple,KSh 387,None
Fashion Classy Girls Culotte(pants),"KSh 2,000",None
Fashion Women's High Waist Denim Skinny Jean Stretch,KSh 867 - KSh 928,None
100Pcs 12mm Self-Adhesive Rubber Feet Round Door Bumpers Buffer Pad,KSh 353,None
Defacto Boy Casual Regular Fit Woven Short - Green,"KSh 1,274",None
760Pcs Baking Bag Twist Ties Packing Rope Dessert-Silver,KSh 292,None
Fashion Turkey Men Suit (Business-official) 3pcs,"KSh 6,099 - KSh 6,425",None
Aesthetic Jewelry Storage Rack,KSh 800,None
Bright Office  Binding Machine A4 - Black Grey,"KSh 7,499",None
Bnk BK701 Professional Wireless Microphone,"KSh 5,500",None
Battery Back Cover With Middle Frame & Camera Lens Cover For Sony Xperia 8(Green),"KSh 2,099",None
Signature Round Glass Casserole Dish Set/ Casseroles With Glass Lid Set,"KSh 2,320",None
Dewalt 129pcs 21V Codeless Electric Hammer Drill Garden Set,"KSh 8,195",None
1 25m Nylon Cord Thread Bracelet Braided String Yellow,KSh 400,None
Fashion Comfortableim Fit Jeans For Men,"KSh 1,699",None
Casio Edifice EF-558SG-1AVUDF Watch,"KSh 18,500",None
Galaxy A14 5G Case With Ring Holder Kickstand Matte Back Soft Bumper Hybrid Protective Cover For Samsung Galaxy A14 5G,KSh 959,None
Fashion Flame Men's T-shirt Summer Fashion Short-sleeved 3D Round Neck Tops Smoke  Shirt Trendy Men's T-shirt-TXU-1126,"KSh 3,590",None
Samsung A14 Case Love Heart Soft Plating Phone Back Cover,KSh 400,None
USB 2.0 To 10/100 Ethernet Port LAN Internet Network Adapter,KSh 873,None
Samsung S23 Ultra 5G Case Butterfly Soft Silicone Phone Cover,KSh 340,None
Ezviz WiFi Indoor Home Smart Security Camera,"KSh 6,500",None
Black Amour Case For Google Pixel 3xl Cover (black Cover),KSh 999,None
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 2,427",None
Apple IPhone 6 Plus 16GB HDD - 1 GB RAM,"KSh 20,000",None
Mosquito Net BIG ROUND NET 6x6,"KSh 1,999",None
18Inch   Ring Light Plus Tripod 2M Stand+ Free Bag,"KSh 5,999",None
Fashion Waterproof Travel Bag/Gym Bag/Beach Bag,"KSh 1,095",None
Maroon Khaki Trouser Pants,"KSh 1,039 - KSh 1,099",None
Fashion Pearl Drop Earrings,KSh 269,None
Vintage Sungles Men Square Metal Frame Pilot Mirror Clic Retro Sun Gles Women Luxury Summer UV400 Protection Eyewear,"KSh 2,812",None
YIWESAN Redmi 10C Case Fashion Trend Leather Cover,KSh 358,None
Girls Leather Shoes for School Party Flowers Floral Flats Children's Princess Sweet Mary Jane shoes Black,"KSh 2,634 - KSh 2,782",None
Combination Spanner Set 6 Pcs.,"KSh 1,199",None
Remote Control for BOSE SoundDock 10 2 3 Portable Speaker System,"KSh 5,523",None
Digital Clamp Multi-Meter DT266 AC/DC,"KSh 1,499",None
PE Foam Real Looking  Roses For Wedding-Pink,"KSh 1,300",None
Fashion RFID Blocking Men Credit Card Holder Ban(#gray),"KSh 2,770",None
"Case For Tecno Camon 17 Hard Back Cover Case + Bonus Classic Watch , Sports",KSh 800,None
Fashion Waterproof Kitchen Cooking Aprons UNISEX Chef Apron,KSh 999,None
Fashion Ladies Shallow Heels Wedding Pumps Dress Party Shoes Black,"KSh 5,980",None
Fashion Adjustable Single Buckle Belt Dress Belt,"KSh 1,100",None
Fashion Party Necklace Luxury Queen Crown Chain Necklace Rose Gold,KSh 133,None
C15 Portable Mini Handbag Size Wireless Bluetooth Speaker + Free Electric Iron Box & 5 Way Extension,"KSh 2,999",None
Fashion Jungle Green Bomber Jacket,"KSh 2,500 - KSh 2,800",None
Fashion Printed Short Sleeve T-shirt,"KSh 1,199 - KSh 1,299",None
Big rock f1 tomato seeds,"KSh 4,600 - KSh 10,000",None
Funny Goofy Fake Vampire Denture Teeth Halloween Decor-2#,KSh 70,None
Rechargeable Electric Handheld Hammer Food Chopper,"KSh 1,699",None
Fashion And Style Ladies Fashion Floral Skater Dress/party Dress-Pink,"KSh 2,800",None
Telecommunication Tool Set-13Pcs,KSh 900,None
16/18/20/22/24mm Replacement Nylon Universal Adjustable Watchband Wrist Strap-Black,KSh 191,None
Fashion (green  155) Handwork Micro Bikinis Women 2023 Vintage Swimwear Solid Swimsuit Female Bathing Suit,"KSh 3,031",None
Advance 64 GB Flash Disk + 64gb Memory Card + OTG Cable,"KSh 1,350",None
Fashion Men Body Shaper Underwear Vest Slim Fit Shapewear Vest,"KSh 2,250",None
2Pcs Gift Packing Box Anniversary Present Jewelry Gift Packing Box ,KSh 169,None
1-10pcs Mini Gps Tracker Anti-Lost Alarm Key Wallet Pet Elderly Kid Finder Bluetooth App Gps Record Smart Tag For Iphone Android,"KSh 6,257",None
Tecno Pop 7 Pro Case Butterfly Liquid Silicone Soft Phone Cover,KSh 370,None
Fashion 4Pcs Sexy Booty Transformation Silk Seamless Panties,KSh 799,None
Fashion Vintage Punk Carved Pattern Men's Ring,KSh 637,None
120cm Realistic  Simulation Rubber Snake Toys Garden Props Black,"KSh 1,149",None
"Portable Blender,USB Rechargeable","KSh 1,200",None
Kinbar High Quality Alarm Lock Siren Padlock For Your Home Security,"KSh 1,099",None
Apple Iphone 14 Pro Max 20w Charger,"KSh 2,300",None
Fashion Trendy Fashionable Ankara Fabrics/Vitenge/African Prints,"KSh 2,280",None
2 Pcs Kitchen Anti-Slip Floor Mats Anti Fatigue Mat Kitchen Rug Carpet,"KSh 1,590",None
Fashion Men's Outdoor Non-slip Casual Warm Hiking Shoes-Black,"KSh 3,800 - KSh 4,200",None
Recording Microphone Holder Stand Clips Mic Adjustable Suspension Boom,"KSh 2,448",None
OPPO A54 2021 Case Soft 6D Plating Phone Back Cover,KSh 390,None
Pet Toy Chicken Leg Plush Dog Toy Sound Bite Teeth Grinding Boredom ,KSh 348,None
Fashion  LACE FLOWER BABY GIRL DRESS WITH TAIL,"KSh 2,500",None
Fashion Ladies Classy Turkey Official Skirt-Grey,"KSh 1,400",None
Excellent Phone Battery For Nokia C2 Mobile Phone,"KSh 1,100",None
Fashion (CS86 Gold)Silver Metallic Sequins Glitter Shirt Men 2023 New 70's Disco Party Halloween Costume Chemise Homme Stage Performance Shirt Male SMA,"KSh 4,790",None
DDR4 4GB 2666MHz RAM Memory 260 Pin SODIMM RAM Memory PC4-21300 1.2V,"KSh 2,400",None
Mobile Game Controller Gamepad L1R1 Mobile Phone Joystick Sensitive Shoot and Aim Triggers for PUBG/Knives Out/Rules of Survival Android iOS Mobile Gaming Joysticks,KSh 185,None
Copper Chef NonStick Deep Square Frying/Cooking Pan With Lid,"KSh 3,599",None
Adjustable Phone Holder Clip Bracket Clamp Mount With 1/4,KSh 320,None
Fashion Non-fading Khaki Pants,"KSh 7,450",None
Fashion Men/Women Polarized Sunglasses Frame UV400,KSh 599,None
Euroken LiGE-8 Outdoor HI FI Wood Trolley Active Speaker Box Bluetooth large Wooden Smart Home Speaker,"KSh 14,650",None
TOP SQUARE MOSQUITO NET WITH FOUR METALLIC STANDS/ 4 STAND NET PURPLE,"KSh 1,499",None
Fashion Wedges Beach Sandals Heels Girls Flip Flops,"KSh 8,848",None
Multipurpose Handbags/Scurf/Hats/Coat Rack Stand,"KSh 1,985",None
"Apple IPhone 13 Pro Max, 6.7"", 256GB + 6GB RAM -Single SIM WITH e sim,  5G - GRAPHITE","KSh 149,999",None
Curtains Beige 2Pcs 1.5M Each + FREE SHEER,"KSh 3,499 - KSh 6,999",None
Butterfly Blanket Taped 4×6 (137x200cm),"KSh 1,249",None
Fashion Rugged Fashionable Jeans For Men,"KSh 1,500",None
White Stripped Fluffy Cotton Duvet Set 6*7,"KSh 3,599",None
Sony Xperia 10 III Case PC Leather Phone Case Cover - Blue,KSh 629,None
Fashion & Style Black 2 in 1 Women Official Ladies Leather Handbags ,"KSh 2,999",None
Soundbar BS28B 4-Driver Stereo Bass For TV Home Theater,"KSh 6,726",None
YIWESAN OPPO Reno 5F Case Skater Boy Pattern Leather Cover,KSh 358,None
Fashion (Gold)Vintage Gold/Silver Color Christ Prayer Signet Ring Men Women Crown Heart,"KSh 3,041",None
24 7 FASHION Women Plus size Inner wear,KSh 900,None
For Redmi Note 9 Pro 5G Phone Case Soft Back Cover  Soft,KSh 351,None
Fashion Ladies' Closed High Heels,"KSh 3,000",None
"Fashion 4PCS NET SEAMLESS COTTON UNDERWEAR, LADIES PANTS",KSh 777,None
A Pack Of 3 Darts With Steel Tip (28g),"KSh 1,650",None
Joy Side Table With Storage,"KSh 3,499",None
Fashion Men Women Basketball Jersey,"KSh 5,520",None
"ND00 8 Inch Shockproof Tablet Liner Sleeve Pouch Bag Cover, For IPad Mini 1 / 2 / 3 / 4 (Black)","KSh 1,199",None
Portable Camping Table ,"KSh 10,999",None
Glass Jars With Airtight Gold Lids (1000Ml),"KSh 3,000 - KSh 3,700",None
Fashion Women's High-Heel Sneakers Inner Heightening Leisure Running Shoes 34-42,"KSh 3,178",None
Flip Cover Case  For Samsung A04e,"KSh 1,999",None
Aluminum Italian Coffee Maker Brewing Pot Moka Latte Expreso,"KSh 2,495",None
Nappa Cowhide PU Case OPPO Reno10 5G / 10 Pro 5G Global,"KSh 2,899",None
"Case For Samsung Galaxy A33 5G,Slim Embossed PU Leather Flip Stand Wallet Card Slots Case Cover","KSh 1,056",None
Cargo Pants Men Combat Military Pants Many Pockets Stretch Flexible Man Casual Trousers Green,"KSh 3,326",None
Fashion 2 Pack Men Denim Jeans Trousers,"KSh 3,199",None
Fashion Men's Casual Leather Shoes,"KSh 2,700",None
Water Reed UniFitness Squat Type Hard Pull Indoor Barefoot,"KSh 6,490",None
Fashion Tevise Mens Watches Tourbillon Automatic Mechanical,"KSh 3,945",None
915 Generation 2PCS Mobile Phone Signal Enhancement Stickers Outdoor Network Enhancement Amplifier Portable Signal Booster,KSh 478,None
Flip Cover For Tecno Camon 19,"KSh 1,100",None
Spray Floor Mop Pads 360 Degree Handle Mop For  Laminate Wood Ceramic Tiles,"KSh 2,488",None
Delta Unisex Delta Military Tactical Leather Boot - Hightop Brown,"KSh 3,700",None
For IPad Pro 9.7 Inch / IPAD Air 2 Horizontal Flip Tablet Case + Bluetooth Keyboard,"KSh 7,599",None
MK TV Guard For Sky Tv+ Fridge Guard For Samsung Double Door Fridge+FREE Gift,"KSh 1,800",None
Fashion Sexy Women Lace Flower V-string T-back G-string Thongs-Pink,KSh 173,None
